id,category,label,link
735,ISSUE,learning -> how to use a library/framework/tool,https://github.com/bilibili/ijkplayer/issues/5509
744,ISSUE,learning -> how to use a library/framework/tool,https://github.com/dotnet/wcf/issues/5015
752,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/deepjavalibrary/djl/issues/2420
757,ISSUE,"feature implementation/enhancement -> migrating/reusing via programming language translation,software quality -> fixing -> functional bugs",https://github.com/pyusb/pyusb/issues/472
758,ISSUE,"feature implementation/enhancement -> migrating/reusing via programming language translation,software quality -> fixing -> functional bugs",https://github.com/vpelletier/python-libusb1/issues/87
763,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/expo/expo/issues/21430
778,ISSUE,documentation -> generating user guide,https://github.com/koekeishiya/yabai/issues/1652
794,ISSUE,learning -> how to use a library/framework/tool,https://github.com/yagop/node-telegram-bot-api/issues/1065
796,ISSUE,learning -> how to use a library/framework/tool,https://github.com/nativefier/nativefier/issues/1513
800,ISSUE,learning -> how to use a library/framework/tool,https://github.com/rhasspy/piper/issues/21
812,ISSUE,documentation -> improving writing,https://github.com/netdata/learn/issues/1480
813,ISSUE,software quality -> fixing -> functional bugs,https://github.com/digitalcytometry/cytospace/issues/56
815,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/dogsheep/apple-notes-to-sqlite/issues/1
816,ISSUE,learning -> how to use a library/framework/tool,https://github.com/tsurumeso/vocal-remover/issues/122
820,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/flows-network/chatgpt-github-app/issues/2
830,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/playfultechnology/audio-guestbook/issues/66
837,ISSUE,learning -> how to use a library/framework/tool,https://github.com/python-telegram-bot/python-telegram-bot/issues/3596
845,ISSUE,documentation -> generating user guide,https://github.com/artalar/reatom/issues/506
848,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/kernc/backtesting.py/issues/936
850,ISSUE,software quality -> fixing -> performance-related,https://github.com/internetarchive/openlibrary/issues/7667
862,ISSUE,process -> automating commit/issue/PR creation,https://github.com/mpoon/gpt-repository-loader/issues/23
875,ISSUE,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/pydata/numexpr/issues/432
880,ISSUE,feature implementation/enhancement -> prototyping -> using chatgpt in tdd,https://github.com/pfusik/cito/issues/80
884,ISSUE,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/unjs/nitro/issues/1076
886,ISSUE,generating/manipulating data,https://github.com/sirupsen/napkin-math/issues/26
889,ISSUE,learning -> how to use a library/framework/tool,https://github.com/wazuh/wazuh-docker/issues/789
895,ISSUE,documentation -> generating api specification,https://github.com/simonw/datasette-chatgpt-plugin/issues/1
899,ISSUE,feature implementation/enhancement -> finding an api for a given task,https://github.com/tc39/proposal-regex-escaping/issues/57
904,ISSUE,learning -> how to use a library/framework/tool,https://github.com/jattach/jattach/issues/69
907,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description -> motivating the need for a proposed change,https://github.com/libp2p/js-libp2p/issues/1648
911,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/sigoden/aichat/issues/98
913,ISSUE,software quality -> code review,https://github.com/alibaba/lowcode-engine/issues/1791
914,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/nextcloud/notify_push/issues/249
916,ISSUE,"documentation -> improving writing,learning -> how to use a library/framework/tool",https://github.com/jeremykendall/php-domain-parser/issues/352
920,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/hauptrolle/chakra-templates/issues/271
921,ISSUE,software quality -> fixing -> functional bugs,https://github.com/jaywcjlove/rehype-attr/issues/46
922,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/phybros/servertap/issues/202
924,ISSUE,learning -> how to use a library/framework/tool,https://github.com/christianhaitian/arkos/issues/685
925,ISSUE,documentation -> generating code comments,https://github.com/risingwavelabs/risingwave-docs/issues/697
932,ISSUE,learning -> how to use a library/framework/tool,https://github.com/microsoft/winget-cli/issues/3122
939,ISSUE,software quality -> fixing -> functional bugs,https://github.com/asgeirrr/pgantomizer/issues/8
940,ISSUE,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/astrorigin/pyswisseph/issues/61
947,ISSUE,learning -> how to use a library/framework/tool,https://github.com/jekyll/jekyll/issues/9330
949,ISSUE,software quality -> fixing -> supporting debugging -> writing code to reproduce a bug,https://github.com/puppeteer/puppeteer/issues/9959
950,ISSUE,learning -> how to use a library/framework/tool,https://github.com/getcursor/cursor/issues/420
952,ISSUE,"software quality -> code review,software quality -> fixing -> performance-related",https://github.com/pingcap/tidb/issues/42763
956,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/mmabrouk/chatgpt-wrapper/issues/277
958,ISSUE,"feature implementation/enhancement -> feature enhancement,feature implementation/enhancement -> implementing a new feature",https://github.com/danielgross/whatsapp-gpt/issues/68
962,ISSUE,software quality -> fixing -> functional bugs,https://github.com/freqtrade/freqtrade/issues/8456
981,ISSUE,learning -> how to use a library/framework/tool,https://github.com/skypjack/entt/issues/1003
988,ISSUE,learning -> how to use a library/framework/tool,https://github.com/module-federation/module-federation-examples/issues/2942
996,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/nomic-ai/pygpt4all/issues/56
998,ISSUE,development environment -> setting/implementing a new configuration file,https://github.com/masaccio/compact-json/issues/24
999,ISSUE,software quality -> fixing -> functional bugs,https://github.com/nejdetkadir/devise-api/issues/20
1005,ISSUE,documentation -> generating user guide,https://github.com/capacitor-community/sqlite/issues/400
1006,ISSUE,learning -> how to use a library/framework/tool,https://github.com/oowekyala/intellij-javacc/issues/29
1011,ISSUE,learning -> how to use a library/framework/tool,https://github.com/smashedtoatoms/asdf-postgres/issues/70
1016,ISSUE,learning -> how to use a library/framework/tool,https://github.com/sashabaranov/go-openai/issues/262
1019,ISSUE,software quality -> fixing -> functional bugs,https://github.com/go-rod/rod/issues/864
1021,ISSUE,learning -> how to use a library/framework/tool,https://github.com/pycurl/pycurl/issues/791
1026,ISSUE,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/igrigorik/videospeed/issues/1035
1027,ISSUE,software quality -> fixing -> functional bugs,https://github.com/adrianhajdin/project_openai_codex/issues/53
1035,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/dayhaysoos/use-shopping-cart/issues/320
1037,ISSUE,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/cloudcmd/gritty/issues/17
1038,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/ggerganov/whisper.cpp/issues/821
1039,ISSUE,learning -> how to use a library/framework/tool -> database querying,https://github.com/greenplum-db/gpdb/issues/15415
1048,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/namreeb/wowreeb/issues/21
1051,ISSUE,learning -> how to use a library/framework/tool,https://github.com/pytube/pytube/issues/1560
1052,ISSUE,feature implementation/enhancement -> feature enhancement,https://github.com/rust-lang/crates.io/issues/6397
1053,ISSUE,learning -> how to use a library/framework/tool,https://github.com/thomann061/fmrest/issues/24
1055,ISSUE,learning -> how to use a library/framework/tool,https://github.com/google/mediapipe/issues/4357
1061,ISSUE,documentation -> improving writing,https://github.com/netdata/learn/issues/1623
1070,ISSUE,learning -> how to use a library/framework/tool,https://github.com/mfontanini/cppkafka/issues/303
1079,ISSUE,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/widgetti/ipyreact/issues/24
1081,ISSUE,process -> automating commit/issue/PR creation -> creating commit/issue/PR description -> motivating the need for a proposed change,https://github.com/pizzaboxer/bloxstrap/issues/224
1084,ISSUE,learning -> how to use a library/framework/tool,https://github.com/twpayne/chezmoi/issues/2981
1087,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/ansible-collections/community.general/issues/6509
1092,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/ultraq/thymeleafjs/issues/49
1093,ISSUE,learning -> how to use a library/framework/tool,https://github.com/gophish/gophish/issues/2859
1094,ISSUE,learning -> how to use a library/framework/tool,https://github.com/volatilityfoundation/volatility3/issues/954
1097,ISSUE,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/chriskohlhoff/asio/issues/1300
1100,ISSUE,software quality -> refactoring,https://github.com/internetarchive/iari/issues/801
1102,ISSUE,learning -> how to use a library/framework/tool,https://github.com/greatscottgadgets/hackrf/issues/1325
1103,ISSUE,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/pedroslopez/whatsapp-web.js/issues/2203
1111,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/pygobject/pycairo/issues/321
1121,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/anymaniax/orval/issues/867
1128,ISSUE,generating/manipulating data -> spell checking,https://github.com/openfoodfacts/robotoff/issues/1121
1136,ISSUE,learning -> how to use a library/framework/tool,https://github.com/facebookresearch/llama/issues/312
1138,ISSUE,development environment -> setting/implementing a new configuration file,https://github.com/nextauthjs/next-auth/issues/7656
1139,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/replicatedhq/troubleshoot/issues/1182
1140,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/lumapu/ahoy/issues/964
1141,ISSUE,software quality -> fixing -> functional bugs,https://github.com/radical-squared/aquatemp/issues/24
1147,ISSUE,learning -> how to use a library/framework/tool,https://github.com/open-mmlab/mmdetection/issues/10417
1148,ISSUE,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/firebase/firebase-admin-node/issues/2204
1151,ISSUE,"learning -> program comprehension,software quality -> refactoring",https://github.com/prosyslab-classroom/cs348-information-security/issues/365
1156,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/apache/netbeans/issues/6018
1158,ISSUE,software quality -> fixing -> supporting debugging -> writing code to reproduce a bug,https://github.com/zeromq/pyzmq/issues/1875
1159,ISSUE,development environment,https://github.com/kubernetes/kops/issues/15467
1163,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/darktable-org/darktable/issues/14656
1164,ISSUE,software quality -> fixing -> supporting debugging -> writing code to reproduce a bug,https://github.com/tensorflow/tensorflow/issues/60800
1165,ISSUE,learning -> how to use a library/framework/tool,https://github.com/azanov/imapx/issues/31
1167,ISSUE,feature implementation/enhancement -> implementing a new feature,https://github.com/yomotsu/camera-controls/issues/428
1169,ISSUE,software quality -> fixing -> supporting debugging,https://github.com/notable/notable/issues/1686
1171,ISSUE,software quality -> fixing -> performance-related,https://github.com/bits-and-blooms/bloom/issues/90
1177,PULL-REQUEST,software quality -> refactoring,https://github.com/osmosis-labs/osmosis/pull/3611
1178,PULL-REQUEST,documentation -> generating code comments,https://github.com/stakwork/sphinx-relay/pull/505
1180,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/sonnylazuardi/chat-ai-desktop/pull/2
1184,PULL-REQUEST,documentation -> improving writing,https://github.com/transitive-bullshit/chatgpt-api/pull/45
1185,PULL-REQUEST,development environment -> continuous integration -> generating/updating docker container,https://github.com/n3d1117/chatgpt-telegram-bot/pull/2
1186,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/elastic/cloudbeat/pull/573
1187,PULL-REQUEST,documentation -> improving writing,https://github.com/codalab/codalab-worksheets/pull/4331
1189,PULL-REQUEST,software quality -> code review,https://github.com/rougier/matplotlib-3d/pull/9
1192,PULL-REQUEST,software quality -> refactoring,https://github.com/kkdai/chatgpt/pull/4
1194,PULL-REQUEST,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/phpredis/phpredis/pull/2296
1200,PULL-REQUEST,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/kitbogashow/how-to-fix-paypal/pull/18
1201,PULL-REQUEST,documentation -> improving writing,https://github.com/chhoumann/quickadd/pull/349
1204,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/pixiebrix/pixiebrix-extension/pull/4920
1205,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/kyverno/kyverno/pull/5834
1206,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/lunasec-io/lunasec/pull/1070
1207,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/explosion/prodigy-openai-recipes/pull/50
1208,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/microsoft/vscode/pull/170642
1209,PULL-REQUEST,documentation -> improving writing,https://github.com/chiru-labs/pbt-chip-client/pull/5
1210,PULL-REQUEST,"learning -> program comprehension -> getting familiar with the codebase,software quality -> fixing -> performance-related",https://github.com/lightclients/kevlar/pull/12
1211,PULL-REQUEST,software quality -> code review,https://github.com/voaneves/snake-on-pygame/pull/3
1212,PULL-REQUEST,learning -> how to use a library/framework/tool,https://github.com/ashelkovnykov/urbit-hosting/pull/3
1217,PULL-REQUEST,documentation -> generating code comments,https://github.com/devcontainers-contrib/features/pull/291
1218,PULL-REQUEST,documentation -> generating readme,https://github.com/crytic/slither/pull/1633
1219,PULL-REQUEST,software quality -> fixing -> performance-related,https://github.com/geohot/tinygrad/pull/500
1221,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/atlassian/github-for-jira/pull/1873
1222,PULL-REQUEST,generating/manipulating data,https://github.com/monstar-lab-oss/deepl-for-slack-elixir/pull/26
1232,PULL-REQUEST,documentation -> improving writing,https://github.com/akawashiro/jendeley/pull/221
1233,PULL-REQUEST,documentation -> improving writing,https://github.com/indeedeng/iwf/pull/177
1235,PULL-REQUEST,software quality -> refactoring,https://github.com/mzbac/chatgpt-plus-api-client/pull/12
1236,PULL-REQUEST,software quality -> code review,https://github.com/kubernetes-sigs/azurefile-csi-driver/pull/1189
1237,PULL-REQUEST,documentation -> generating readme,https://github.com/az-digital/az_quickstart/pull/2226
1239,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/argentlabs/argent-x/pull/1767
1240,PULL-REQUEST,software quality -> refactoring,https://github.com/tidev/titanium_mobile/pull/13749
1242,PULL-REQUEST,documentation -> generating code comments,https://github.com/mosn/layotto/pull/866
1243,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/lukasjarosch/skipper/pull/68
1245,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/mosn/layotto/pull/868
1247,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/celerity/celerity-runtime/pull/161
1253,PULL-REQUEST,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/mosn/layotto/pull/869
1254,PULL-REQUEST,software quality -> fixing -> performance-related,https://github.com/clipable/clipable/pull/77
1255,PULL-REQUEST,software quality -> code review -> spotting bugs,https://github.com/opentypejs/opentype.js/pull/572
1257,PULL-REQUEST,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/zorn/franklin/pull/151
1260,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/deephaven/web-client-ui/pull/1118
1263,PULL-REQUEST,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/transitive-bullshit/chatgpt-api/pull/407
1267,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/carson-katri/dream-textures/pull/584
1269,PULL-REQUEST,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/rectorphp/rector-src/pull/3439
1271,PULL-REQUEST,generating/manipulating data,https://github.com/pbui/bobbit/pull/73
1275,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> upgrade to latest version of a library,https://github.com/amosjyng/zamm/pull/28
1276,PULL-REQUEST,"documentation -> generating readme,documentation -> improving writing",https://github.com/mrsked/mrsk/pull/72
1279,PULL-REQUEST,software quality -> code review,https://github.com/sourcegraph/sourcegraph/pull/48659
1280,PULL-REQUEST,software quality -> code review,https://github.com/reactos/reactos/pull/5116
1282,PULL-REQUEST,software quality -> refactoring,https://github.com/otiai10/openaigo/pull/7
1294,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/vcmi/vcmi/pull/1659
1295,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1546
1297,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1555
1304,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1560
1306,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1561
1307,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1562
1308,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1564
1310,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/fluxninja/aperture/pull/1567
1312,PULL-REQUEST,"software quality -> code review,process -> automating commit/issue/PR creation -> creating commit/issue/PR description",https://github.com/fluxninja/aperture/pull/1568
1314,PULL-REQUEST,documentation -> improving writing,https://github.com/pyvista/pyvista/pull/4118
1318,PULL-REQUEST,"software quality -> code review,process -> automating commit/issue/PR creation -> creating commit/issue/PR description",https://github.com/fluxninja/aperture/pull/1569
1322,PULL-REQUEST,"software quality -> code review,process -> automating commit/issue/PR creation -> creating commit/issue/PR description",https://github.com/unsafecoerce/chatgpt-action/pull/40
1323,PULL-REQUEST,"documentation -> generating code comments,software quality -> testing -> generating tests",https://github.com/lumo-tech/lumo/pull/9
1328,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/woocommerce/woocommerce/pull/37233
1329,PULL-REQUEST,software quality -> refactoring,https://github.com/yumata/lampa-source/pull/134
1331,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/kivy/kivy/pull/8170
1332,PULL-REQUEST,documentation -> generating code comments,https://github.com/lumo-tech/lumo/pull/10
1334,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/getsentry/sentry-javascript/pull/7505
1335,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/optimizely/csharp-sdk/pull/338
1337,PULL-REQUEST,software quality -> refactoring,https://github.com/bigbluebutton/greenlight/pull/5041
1340,PULL-REQUEST,"process -> automating commit/issue/PR creation -> creating commit/issue/PR description,feature implementation/enhancement -> implementing a new feature,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,software quality -> testing -> generating tests",https://github.com/rails/rails/pull/47708
1341,PULL-REQUEST,documentation -> improving writing,https://github.com/udibo/react_app/pull/61
1350,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/jesseduffield/lazydocker/pull/441
1352,PULL-REQUEST,software quality -> code review,https://github.com/nimblehq/android-templates/pull/446
1353,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/nimblehq/android-templates/pull/447
1354,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/iotexproject/iotex-core/pull/3824
1355,PULL-REQUEST,software quality -> code review,https://github.com/macacajs/macaca-datahub/pull/243
1356,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/ant-design/ant-design-mini/pull/658
1358,PULL-REQUEST,documentation -> improving writing,https://github.com/agbrs/agb/pull/398
1359,PULL-REQUEST,software quality -> code review,https://github.com/alibaba/lowcode-engine/pull/1784
1362,PULL-REQUEST,documentation -> internationalization support,https://github.com/openai/chatgpt-retrieval-plugin/pull/30
1365,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/iotexproject/iotex-core/pull/3827
1366,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/autowarefoundation/autoware.universe/pull/3170
1367,PULL-REQUEST,software quality -> code review,https://github.com/iotexproject/iotex-core/pull/3828
1370,PULL-REQUEST,software quality -> code review,https://github.com/iotexproject/iotex-core/pull/3831
1372,PULL-REQUEST,software quality -> code review,https://github.com/iotexproject/iotex-core/pull/3833
1373,PULL-REQUEST,software quality -> code review,https://github.com/iotexproject/iotex-core/pull/3834
1374,PULL-REQUEST,software quality -> code review,https://github.com/iotexproject/iotex-core/pull/3835
1375,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/dodona-edu/dodona/pull/4510
1378,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/zalando/skipper/pull/2259
1385,PULL-REQUEST,software quality -> code review -> spotting bugs,https://github.com/iotexproject/iotex-core/pull/3837
1387,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/foodcoops/foodsoft/pull/988
1391,PULL-REQUEST,generating/manipulating data,https://github.com/flexera-public/policy_templates/pull/1223
1392,PULL-REQUEST,software quality -> refactoring,https://github.com/rqlite/rqlite/pull/1192
1393,PULL-REQUEST,learning -> how to use a library/framework/tool,https://github.com/tatsu-lab/stanford_alpaca/pull/160
1395,PULL-REQUEST,software quality -> testing -> fixing flaky tests,https://github.com/kiali/kiali/pull/5973
1396,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/kiali/kiali/pull/5974
1397,PULL-REQUEST,documentation -> improving writing,https://github.com/webp-sh/webp_server_go/pull/186
1399,PULL-REQUEST,"software quality -> code review -> spotting bugs,software quality -> fixing -> functional bugs,software quality -> refactoring",https://github.com/fipso/ccurl.sh/pull/1
1400,PULL-REQUEST,documentation -> improving writing,https://github.com/vnglst/koenvangilst.nl/pull/125
1403,PULL-REQUEST,"software quality -> code review,software quality -> fixing -> performance-related",https://github.com/pingcap/tidb/pull/42768
1406,PULL-REQUEST,learning -> how to use a library/framework/tool,https://github.com/imgcook/boa/pull/20
1408,PULL-REQUEST,documentation -> improving writing,https://github.com/mrsked/mrsk/pull/179
1409,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/yoheinakajima/babyagi/pull/9
1411,PULL-REQUEST,development environment,https://github.com/lightningnetwork/lnd/pull/7577
1412,PULL-REQUEST,development environment -> setting/implementing a new configuration file,https://github.com/smart-data-models/incubated/pull/119
1415,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/coryetzkorn/twitter-algorithm/pull/9
1417,PULL-REQUEST,documentation -> internationalization support,https://github.com/ryanmcdermott/clean-code-javascript/pull/424
1418,PULL-REQUEST,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/alexanderatallah/window.ai/pull/12
1419,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/foodcoops/foodsoft/pull/995
1422,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/jetpack-io/devbox/pull/901
1423,PULL-REQUEST,feature implementation/enhancement -> feature enhancement,https://github.com/pixiebrix/pixiebrix-extension/pull/5525
1426,PULL-REQUEST,development environment -> continuous integration -> generating/updating docker container,https://github.com/hummingbot/hummingbot/pull/6229
1428,PULL-REQUEST,software quality -> refactoring,https://github.com/typescript-eslint/typescript-eslint/pull/6915
1429,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/n3d1117/chatgpt-telegram-bot/pull/237
1431,PULL-REQUEST,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/davideshay/groceries/pull/8
1432,PULL-REQUEST,feature implementation/enhancement -> feature enhancement,https://github.com/greenshot/greenshot/pull/484
1433,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/shilomagen/passport-extension/pull/16
1434,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/ravilushqa/gpt-pullrequest-updater/pull/1
1436,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/appsmithorg/appsmith/pull/22627
1437,PULL-REQUEST,documentation -> improving writing,https://github.com/supercollider/supercollider/pull/6013
1438,PULL-REQUEST,"documentation -> generating code comments,software quality -> refactoring",https://github.com/plotly/react-cytoscapejs/pull/119
1439,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/ravilushqa/gpt-pullrequest-updater/pull/2
1440,PULL-REQUEST,documentation -> improving writing,https://github.com/ringsaturn/tzf/pull/116
1441,PULL-REQUEST,documentation -> improving writing,https://github.com/supercollider/supercollider/pull/6014
1442,PULL-REQUEST,documentation -> improving writing,https://github.com/supercollider/supercollider/pull/6015
1444,PULL-REQUEST,documentation -> generating code comments,https://github.com/ray-project/ray/pull/34782
1447,PULL-REQUEST,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/atom-community/atom/pull/496
1448,PULL-REQUEST,software quality -> testing -> generating tests,https://github.com/storybookjs/storybook/pull/22325
1449,PULL-REQUEST,documentation -> improving writing,https://github.com/thasup/microservices-ecommerce/pull/134
1450,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/lukasolson/co-op-tetris/pull/6
1451,PULL-REQUEST,documentation -> improving writing,https://github.com/failfa-st/hyv/pull/1
1452,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/nextstrain/nextclade/pull/1144
1453,PULL-REQUEST,software quality -> fixing -> supporting debugging,https://github.com/ajndkr/fastapi-async-langchain/pull/18
1455,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/jessejanderson/skylink/pull/5
1458,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/btcpayserver/btcpayserver-doc/pull/1279
1459,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/stac-utils/stac-server/pull/485
1463,PULL-REQUEST,documentation -> generate terms of service,https://github.com/robherley/snips.sh/pull/17
1465,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/baking-bad/matrix-dotnet-sdk/pull/11
1467,PULL-REQUEST,software quality -> refactoring,https://github.com/obiwac/python-minecraft-clone/pull/94
1468,PULL-REQUEST,"software quality -> code review,software quality -> fixing -> performance-related",https://github.com/obiwac/python-minecraft-clone/pull/95
1469,PULL-REQUEST,learning -> how to use a library/framework/tool,https://github.com/geonetwork/core-geonetwork/pull/7062
1470,PULL-REQUEST,"software quality -> code review,software quality -> fixing -> performance-related",https://github.com/obiwac/python-minecraft-clone/pull/96
1472,PULL-REQUEST,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/apache/druid/pull/14238
1474,PULL-REQUEST,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/woocommerce/woocommerce/pull/38233
1475,PULL-REQUEST,documentation -> improving writing,https://github.com/external-secrets/external-secrets/pull/2308
1481,PULL-REQUEST,development environment -> continuous integration -> automating code review,https://github.com/hubtype/botonic/pull/2491
1484,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/debanjandhar12/logseq-anki-sync/pull/190
1485,PULL-REQUEST,software quality -> fixing -> functional bugs,https://github.com/jnmartin84/64doom/pull/33
1486,PULL-REQUEST,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/fufexan/nix-gaming/pull/73
1487,PULL-REQUEST,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/kvas-it/pytest-console-scripts/pull/76
1489,PULL-REQUEST,feature implementation/enhancement -> implementing a new feature,https://github.com/codelab-app/platform/pull/2677
1491,PULL-REQUEST,documentation -> improving writing,https://github.com/asciidoctor/asciidoctorj/pull/1210
1492,PULL-REQUEST,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/envoyproxy/gateway/pull/1467
