id,category,link
319,COMMIT,https://github.com/debanjum/khoj/commit/e28526bbc945823f1f8a5db6eda71cfc4ede649b
320,COMMIT,https://github.com/gregives/recommend.domains/commit/bd801b6aa8b6b652486ce50288b5df2beda6f76b
321,COMMIT,https://github.com/zhayujie/bot-on-anything/commit/085b3b96ad352b517da1944cdf711d8c6eea6513
322,COMMIT,https://github.com/continuum-llms/chatgpt-memory/commit/ab03c9e3ed57935b1e94a69e9101102543b2e3ab
323,COMMIT,https://github.com/zyddnys/manga-image-translator/commit/4203ffe4e36f5b4f7703b75eb7b18c39a543751e
324,COMMIT,https://github.com/exoascension/vault-chat/commit/87f079a7013009dbdfa7f0b44425f99cc88fece6
325,COMMIT,https://github.com/fjdu/obsidian-feed/commit/d8cf730fa145a18e50a709e125c3c67448e1dba2
326,COMMIT,https://github.com/clmnin/summarize.site/commit/78c555c07c34b2041f277d7ab04e2ccf8c24738e
328,COMMIT,https://github.com/ant-design/ant-design/commit/f7fd474cf8792ea01d03461d407c0edc11828a1c
329,COMMIT,https://github.com/python-discord/site/commit/147f21e962e27897517700c5b706a8cbb80f7a18
330,COMMIT,https://github.com/seratch/chatgpt-on-deno/commit/640562a519238cd836e97305ce4604c62a2d24b5
332,COMMIT,https://github.com/andreygetmanov/science_art_at_least_once_a_week/commit/32fa097fb122d73b2869ed2c561dbc3d52570c40
333,COMMIT,https://github.com/knight42/kopilot/commit/75a978fb40b1c27caacd41a26934cfb8d8e66929
335,COMMIT,https://github.com/cthulahoops/chatcli/commit/28506611d9b4763912e5a7d1842df09b1139d10b
336,COMMIT,https://github.com/machinewrapped/gpt-subtrans/commit/e431eb54a44d8da0fe889124cbcc111f487bc77e
337,COMMIT,https://github.com/machinewrapped/gpt-subtrans/commit/1dc5501c916a8c5f6e68fb5cc8164aa589862f21
340,COMMIT,https://github.com/machinewrapped/gpt-subtrans/commit/6c5d18b722655ef4cc740abb4448c2921f4144f3
341,COMMIT,https://github.com/alibaba/lowcode-engine/commit/298ab0f62f4045bbf121908f9c2cfed639768418
342,COMMIT,https://github.com/hyunjun/bookmarks/commit/395b879275a95546c50f73fbfb002ab87307233f
344,COMMIT,https://github.com/machinewrapped/gpt-subtrans/commit/1c732f21a63422b7542d378a85a27490aaf900a1
345,COMMIT,https://github.com/jakeprins/nextjs-chatgpt-tutorial/commit/092eefa38787ae3e4d77a5c0059f5b701fea65c8
346,COMMIT,https://github.com/zry656565/heaven-blog/commit/c4eef54d15799462a25ee4789e9f518ec9f3eb47
350,COMMIT,https://github.com/hyunjun/bookmarks/commit/119b9cefa016b5fa783774ab316f1b264eb57ccd
351,COMMIT,https://github.com/antoinejaussoin/retro-board/commit/ba94d9b59d21a6a380770fdf2b5baa79f653d62e
352,COMMIT,https://github.com/go-go-golems/geppetto/commit/b6cd255df2ea2ead0bc129ea9c6b728d3d06f30d
353,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/4a5c44c2d2d62dbca4da285947153ae104f2602e
355,COMMIT,https://github.com/pingcap/ossinsight/commit/4f5eae86edd2e7ff794d0d1f7b47a456f81c8361
363,COMMIT,https://github.com/ljacobsson/sam-patterns-cli/commit/d5721f517a031d450a1750d84ffe4cdb7a1da310
364,COMMIT,https://github.com/forsigner/own-chat/commit/6beab90eec2748f6a02f047f4451c705da11a118
365,COMMIT,https://github.com/hyunjun/bookmarks/commit/1226e1f962fabee12b0f6ecbbc9e1cf14689e04a
369,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/679f383927b5160f31378203d3a028a7843da981
370,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/e2d1b2f24bfa3afc47f2496fdeaf6a34cbb0bd58
373,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/bdd60877b6196f7b710221ab2b2c73259c138b17
375,COMMIT,https://github.com/cofacts/rumors-line-bot/commit/d5944fae1077278e0e4dfd0502a9bc26c5694261
376,COMMIT,https://github.com/hyunjun/bookmarks/commit/c64aaa310499d9414bde51845bdeb410678005a4
378,COMMIT,https://github.com/radio-t/super-bot/commit/593a00c4d45852841fe64a477d9d969912e262be
380,COMMIT,https://github.com/lrorpilla/jidoujisho/commit/4a6c5007006c50fc92ef1713a0342281850f900b
381,COMMIT,https://github.com/hyunjun/bookmarks/commit/1bfd46104fe25a3f7f8aeec615145948d620c7e1
383,COMMIT,https://github.com/luffy-xu/huskygpt/commit/65b315eda273f9e93cd426ee9198e9d3b9c89d44
384,COMMIT,https://github.com/luffy-xu/huskygpt/commit/ec0791794a3559b722e99797718deaf6da53742d
385,COMMIT,https://github.com/luffy-xu/huskygpt/commit/ba1f1207cccdd5db93ca9e8dbf75b29675427c9d
388,COMMIT,https://github.com/hyunjun/bookmarks/commit/70e63c1ec24a0cf998506665bdeb4c9783421c68
389,COMMIT,https://github.com/hyunjun/bookmarks/commit/171adce230f328135f1a3d341fa35a191d8a9038
390,COMMIT,https://github.com/titicacadev/triple-frontend/commit/8ae842bf3a6262d41aec33c27e4fa48cfe167930
391,COMMIT,https://github.com/titicacadev/triple-frontend/commit/3d0119733f8f4201148a6e4046994dace89c2cdf
400,COMMIT,https://github.com/derwiki/go-chatgpt/commit/c7aa09ccf20c19b614943225dd8883977a0fe264
401,COMMIT,https://github.com/haumacher/phoneblock/commit/50a780f2bec0301986bdc174cf927e68b9114b4b
403,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/6f64fc1853ea30b7ae3af225e0820bdeebcbe6fc
404,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/b6d85d9f4af0d5b01a78e988ad3bb8732b37ef1b
405,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/9f9568a14e48fbeeac86f715ea1f22ad839e06a8
406,COMMIT,https://github.com/haumacher/phoneblock/commit/03edfce3574077247401beceef0ae8cb95dcb73b
407,COMMIT,https://github.com/cube2222/cuttlefish/commit/ddd16501a2062444954a5d7f8e510003204832bd
408,COMMIT,https://github.com/debanjandhar12/logseq-chatgpt-plugin/commit/72d6e88985d78a9a8fe6aed3fa6b429b959a75da
409,COMMIT,https://github.com/expo/expo/commit/6ff1ede4be0e18bc0b7ae15339a20855bc56478a
410,COMMIT,https://github.com/mafgwo/stackedit-plus/commit/1f52b71f68aa8f43cf657dec4fe24a1b2da5e8e8
413,COMMIT,https://github.com/strautomator/core/commit/4876a5ce722475b5ea74b1a1e14dbfe247d1bf5d
415,COMMIT,https://github.com/mirage-studio-io/chat-calculator-plugin/commit/69a7b8266736d94314410b144e7738aa55bca64c
416,COMMIT,https://github.com/sagemathinc/cocalc/commit/83bf96d14d2ff2a2458c8c7ba00c9e16d2768013
417,COMMIT,https://github.com/sagemathinc/cocalc/commit/3651e745038f7750c3494f7568e6753091a8a0ef
421,COMMIT,https://github.com/sagemathinc/cocalc/commit/86619e176f42679931af1ebb95980a621465629e
423,COMMIT,https://github.com/hyunjun/bookmarks/commit/e434f7f5bcd7d667daffd813d4e3bb6590fa934d
425,COMMIT,https://github.com/sailist/chatgpt-enhancement-extension/commit/1103f47c412aae7b4401c741db6e1408e1dd3039
426,COMMIT,https://github.com/sailist/chatgpt-enhancement-extension/commit/2939e77394278ae4a72c18e36065c07fa1117f44
427,COMMIT,https://github.com/sailist/chatgpt-enhancement-extension/commit/b7597fe9b792ed6e195d6ee228c327a73a432369
428,COMMIT,https://github.com/calleric/swift/commit/42ddde353dbd644516a7bc9eaa157181e7b9e9d5
431,COMMIT,https://github.com/linweiyuan/go-chatgpt/commit/b91cd6ecf9922580e9096627c4c9a4f82ce5445a
432,COMMIT,https://github.com/stevebauman/github-summarizer/commit/6a0b18fb813d4231233bcee90129d9843d2f6433
435,COMMIT,https://github.com/zsodur/chatgpt-api-by-browser-script/commit/9e239b9f91b5a198e24e924e0e8fd8e905675372
439,COMMIT,https://github.com/reorx/awesome-chatgpt-api/commit/04fc79dcccfcba1ea4fd9682b17ed02fde388179
442,COMMIT,https://github.com/marknagelberg/llm_repo_assistant/commit/0b6371274605d07b0770541fb1d2817aac1c8ced
445,COMMIT,https://github.com/him1411/edgar10q-dataset/commit/1bc146e71103cd6f7509530a1066612d80484866
446,COMMIT,https://github.com/antstackio/rover-cli/commit/f5b7931237672f85a0181fd52e3f9dd8ccd7ff2d
447,COMMIT,https://github.com/antstackio/rover-cli/commit/2d5bf9fff45d5ba657446f815554a80c736caac5
448,COMMIT,https://github.com/antstackio/rover-cli/commit/52218b2e8cc36266ec7e932c4ca9fc84fc833610
449,COMMIT,https://github.com/antstackio/rover-cli/commit/66d61041d6f4c10d08cfafb9e250add706bbf4db
450,COMMIT,https://github.com/antstackio/rover-cli/commit/7ededad036a645e61a99a7ffd3ff29628621677a
451,COMMIT,https://github.com/antstackio/rover-cli/commit/9e46f5e55c8ad07371d880dafef03e1274812464
452,COMMIT,https://github.com/antstackio/rover-cli/commit/19166f7071e8b6ccb0574b819e8b0f980e0a0b17
455,COMMIT,https://github.com/hyunjun/bookmarks/commit/55982601e0ba841e8eefa76fc965c9f4225bcfb0
456,COMMIT,https://github.com/kinosal/cowriter/commit/100811c93550ad1bc851337bfa4de4e6a4908b2d
457,COMMIT,https://github.com/hyunjun/bookmarks/commit/2e34ce9f281eefa43bb50a02ebbf207d1657f2df
458,COMMIT,https://github.com/changepack/changepack/commit/619aaff6f979e31ede8dedbf4a758d7155e9da2a
461,COMMIT,https://github.com/msgbyte/tailchat/commit/060d07ae8ee36dcf088ad253a18e6cabcd80f4d7
462,COMMIT,https://github.com/servicex-sh/httpx/commit/d90c8e6f62dd835c64da8eb6672ab0d45c141455
463,COMMIT,https://github.com/servicex-sh/httpx/commit/c00b1c07fd0b0df84c9902ca732f19c4ea8c5689
464,COMMIT,https://github.com/servicex-sh/httpx/commit/025b1bd7094d8f4692dc68ae7232f7e7e75af1c6
465,COMMIT,https://github.com/servicex-sh/httpx/commit/35f3eece25433e4a5374cc676c8e4629703be297
467,COMMIT,https://github.com/antstackio/rover-cli/commit/92ccf09d0908d9822f635256096971db9af0b9c4
468,COMMIT,https://github.com/antstackio/rover-cli/commit/f3c2df755ba550365085f89a62ebb8054f956c02
469,COMMIT,https://github.com/antstackio/rover-cli/commit/4fef396bd3fe07869af99c5ad021dcbf5da19d18
470,COMMIT,https://github.com/levy9527/blog/commit/cfe361f87cb9de102b9d46994cf97ca66e6d483b
471,COMMIT,https://github.com/rizerphe/obsidian-companion/commit/22d8f548f3a76927c93b7b11f3c510a359101591
475,COMMIT,https://github.com/reorx/awesome-chatgpt-api/commit/a13ac3a828fdd675b12c6fce753cd6172979defa
476,COMMIT,https://github.com/reorx/awesome-chatgpt-api/commit/22f59b66033064794675cf4020344085aea9752e
477,COMMIT,https://github.com/hyunjun/bookmarks/commit/2fc774ebf274a281dc2c3e07705584459447ed16
478,COMMIT,https://github.com/gptrust/gptrust/commit/87579005d0b0de07757ac444aa6dfa282f583ae0
479,COMMIT,https://github.com/dannywade/net-textorial/commit/c005b9a0503f9187300284abc810144107818330
481,COMMIT,https://github.com/hyunjun/bookmarks/commit/657daedbeb51585275ad2c5ddaea1622d47b9064
484,COMMIT,https://github.com/meain/dotfiles/commit/478649e58b1bbf92bc3480fd547ed14bf607c20c
485,COMMIT,https://github.com/ryuseisan/auto-chatgpt/commit/fa19b093f84303a86c869d2b98177b2d2244f93c
486,COMMIT,https://github.com/ryuseisan/auto-chatgpt/commit/c0ef4dec85d7189205442d3baacdcdb8526adcea
487,COMMIT,https://github.com/allenheltondev/serverless-toolbox/commit/757f0d225c9eaed8196d0d85969296ceca51bb91
488,COMMIT,https://github.com/creikey/rpgpt/commit/30c47d3256d4e625b014e146fd07f13a62d892c0
489,COMMIT,https://github.com/zetavg/twlm/commit/f823cd30b1dc39342b23d648183f6bd733ddddf4
492,COMMIT,https://github.com/nidhaloff/deep-translator/commit/0d89ff10cd3156a62aeac0e6f68914f8e1f4e990
493,COMMIT,https://github.com/krasun/damngood.tools/commit/2f5900546a46275e2668487e388fe6343073f287
494,COMMIT,https://github.com/sbird/fake_spectra/commit/be5b9d6e7b25dc5e978e3f926f0882889417c4a8
496,COMMIT,https://github.com/kezhenxu94/chatgpt-java/commit/decb5910ccb867f9a934d707db09a75ef524a085
497,COMMIT,https://github.com/aneasystone/weekly-practice/commit/4fdc890d6b6ebfa12201f0e4f9d8c23405eeb0ca
498,COMMIT,https://github.com/ecraft2learn/ai/commit/457fa7a9b1c5b70a6256b353de8b4c49d4b6b0b1
500,COMMIT,https://github.com/spring-projects-experimental/spring-cli/commit/51713ef87e61b69228921c48a9d0f53642ba510b
501,COMMIT,https://github.com/thm-projects/frag.jetzt/commit/d88bf50904ca88beda81389546a3332c8ad9178f
502,COMMIT,https://github.com/rogeriochaves/bmo/commit/bc4e74d159d358e02b3bc629835c3e39f0bf4531
503,COMMIT,https://github.com/sagemathinc/cocalc/commit/16da3707cb9340544a1da315b0558543e90c51ca
504,COMMIT,https://github.com/sagemathinc/cocalc/commit/80ad542991b51d1f964f341809ad30774dfc4dad
509,COMMIT,https://github.com/jaredpalmer/formik/commit/4fcf01c0484a7bb727d78c40746d29dead494d59
512,COMMIT,https://github.com/hibobmaster/matrix_chatgpt_bot/commit/c72e6d6f8e178c5bb4a9e8ef5d1901cb8b4892f2
513,COMMIT,https://github.com/intel/intel-extension-for-transformers/commit/e573fd110babfdbb8a1e06c7f0f8b86f4454fec0
514,COMMIT,https://github.com/hyunjun/bookmarks/commit/f7d0fd92b8a3613dda3ab183a3e2873e150c1b97
516,COMMIT,https://github.com/alnutile/larachain/commit/e9c671f08cf6d38cb7b5e1cd9fb607f87521ac2a
520,COMMIT,https://github.com/brando90/ultimate-utils/commit/be77bf25c932924cd733374b2e2554799be374d6
521,COMMIT,https://github.com/hyunjun/bookmarks/commit/7ba587d7c190c2683b27d7129c45a854eab1cb78
522,COMMIT,https://github.com/gregorriegler/mob-programming-rpg/commit/5907691e320d123994165a453b2995af159d5822
523,COMMIT,https://github.com/gregorriegler/mob-programming-rpg/commit/c5812f44b993ffd6e98bdc09c62af9b50ac36f9a
524,COMMIT,https://github.com/sobelio/llm-chain/commit/4d8cfeafbaa7d38dbcbd61751c177faa7764852d
525,COMMIT,https://github.com/pnpm/pn/commit/460a15f587affe3551b48091b729d9ee2b47c2e3
526,COMMIT,https://github.com/solita/solita.github.com/commit/f623f48cf3abb2d37b525e961b55bc69b7f98ee8
527,COMMIT,https://github.com/hyunjun/bookmarks/commit/8a18bd1f3ca9dc8a4cbbaa865e3f64ed75671527
528,ISSUE,https://github.com/vincelwt/chatgpt-mac/issues/1
529,ISSUE,https://github.com/meixger/hackernews-daily/issues/75
530,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/5
531,ISSUE,https://github.com/xueyuanl/daily-hackernews/issues/818
532,ISSUE,https://github.com/headllines/hackernews-daily/issues/873
533,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/13
534,ISSUE,https://github.com/meixger/hackernews-daily/issues/78
535,ISSUE,https://github.com/barnesoir/chatgpt-vscode-plugin/issues/1
536,ISSUE,https://github.com/onysakura/news-daily/issues/2413
537,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/29
538,ISSUE,https://github.com/vincelwt/chatgpt-mac/issues/20
540,ISSUE,https://github.com/max-sixty/aoc-gpt/issues/8
541,ISSUE,https://github.com/onysakura/news-daily/issues/2417
542,ISSUE,https://github.com/headllines/hackernews-daily/issues/875
543,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/9
544,ISSUE,https://github.com/jiacai2050/hot-posts/issues/124
545,ISSUE,https://github.com/koishijs/chatgpt-bot/issues/8
546,ISSUE,https://github.com/yudax42/askai/issues/1
547,ISSUE,https://github.com/meixger/hackernews-daily/issues/80
549,ISSUE,https://github.com/m1guelpf/chatgpt-telegram/issues/33
550,ISSUE,https://github.com/pyg-team/pytorch_geometric/issues/6177
551,ISSUE,https://github.com/onysakura/news-daily/issues/2421
552,ISSUE,https://github.com/m1guelpf/chatgpt-telegram/issues/36
553,ISSUE,https://github.com/koishijs/chatgpt-bot/issues/19
554,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/57
555,ISSUE,https://github.com/openai/openai-quickstart-node/issues/22
556,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/10
559,ISSUE,https://github.com/paulotruta/jee-pee-tee/issues/6
560,ISSUE,https://github.com/onysakura/news-daily/issues/2425
561,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/78
562,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/87
563,ISSUE,https://github.com/onysakura/news-daily/issues/2429
564,ISSUE,https://github.com/fuergaosi233/wechat-chatgpt/issues/206
565,ISSUE,https://github.com/onysakura/news-daily/issues/2433
566,ISSUE,https://github.com/mpociot/chatgpt-vscode/issues/13
567,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/26
568,ISSUE,https://github.com/onysakura/news-daily/issues/2437
569,ISSUE,https://github.com/ggerganov/ggml/issues/10
570,ISSUE,https://github.com/memochou1993/gpt-ai-assistant/issues/7
571,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/109
572,ISSUE,https://github.com/onysakura/news-daily/issues/2441
573,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/108
575,ISSUE,https://github.com/onysakura/news-daily/issues/2445
576,ISSUE,https://github.com/lefticus/cpp_weekly/issues/215
578,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/33
579,ISSUE,https://github.com/onysakura/news-daily/issues/2449
580,ISSUE,https://github.com/msfrisbie/chat-gpt-assistant/issues/8
581,ISSUE,https://github.com/onysakura/news-daily/issues/2453
582,ISSUE,https://github.com/taranjeet/unofficial-chatgpt-api/issues/21
583,ISSUE,https://github.com/zhengbangbo/chat-gpt-userscript/issues/16
584,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/19
585,ISSUE,https://github.com/labteral/chatgpt-python/issues/23
586,ISSUE,https://github.com/meixger/hackernews-daily/issues/91
587,ISSUE,https://github.com/skydoves/chatgpt-android/issues/40
589,ISSUE,https://github.com/meixger/hackernews-daily/issues/95
590,ISSUE,https://github.com/onysakura/news-daily/issues/2481
591,ISSUE,https://github.com/barnesoir/chatgpt-vscode-plugin/issues/29
593,ISSUE,https://github.com/yasyf/gpt-do/issues/2
594,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/144
595,ISSUE,https://github.com/onysakura/news-daily/issues/2493
596,ISSUE,https://github.com/vincelwt/chatgpt-mac/issues/70
597,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/147
598,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/25
599,ISSUE,https://github.com/onysakura/news-daily/issues/2501
600,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/156
601,ISSUE,https://github.com/kiranvshah/chatgpt-helper/issues/26
602,ISSUE,https://github.com/openai/openai-python/issues/164
603,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/217
604,ISSUE,https://github.com/onysakura/news-daily/issues/2513
606,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/38
607,ISSUE,https://github.com/vincelwt/chatgpt-mac/issues/74
609,ISSUE,https://github.com/meixger/hackernews-daily/issues/108
610,ISSUE,https://github.com/xueyuanl/daily-hackernews/issues/849
611,ISSUE,https://github.com/mpociot/chatgpt-vscode/issues/31
612,ISSUE,https://github.com/headllines/hackernews-daily/issues/904
613,ISSUE,https://github.com/jiacai2050/hot-posts/issues/153
614,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/31
615,ISSUE,https://github.com/nguyenvanduocit/obsidian-open-gate/issues/4
618,ISSUE,https://github.com/msfrisbie/chat-gpt-assistant/issues/15
619,ISSUE,https://github.com/headllines/hackernews-weekly/issues/150
620,ISSUE,https://github.com/xueyuanl/daily-hackernews/issues/855
621,ISSUE,https://github.com/domeccleston/sharegpt/issues/32
622,ISSUE,https://github.com/alyssaxuu/omni/issues/105
624,ISSUE,https://github.com/onysakura/news-daily/issues/2581
627,ISSUE,https://github.com/jezs00/pycasso/issues/27
629,ISSUE,https://github.com/jiacai2050/hot-posts/issues/167
630,ISSUE,https://github.com/openai/gpt-discord-bot/issues/17
633,ISSUE,https://github.com/tech-conferences/conference-data/issues/5149
634,ISSUE,https://github.com/onysakura/news-daily/issues/2601
635,ISSUE,https://github.com/esteinmann/chatgpt-convdown/issues/15
637,ISSUE,https://github.com/onysakura/news-daily/issues/2605
638,ISSUE,https://github.com/artisticat1/obsidian-latex-suite/issues/113
640,ISSUE,https://github.com/danielgross/whatsapp-gpt/issues/45
641,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/200
642,ISSUE,https://github.com/coskuncay/flutter_chatgpt_api/issues/11
644,ISSUE,https://github.com/onysakura/news-daily/issues/2613
645,ISSUE,https://github.com/xueyuanl/daily-hackernews/issues/870
646,ISSUE,https://github.com/headllines/hackernews-daily/issues/925
647,ISSUE,https://github.com/jiacai2050/hot-posts/issues/174
648,ISSUE,https://github.com/slidevjs/slidev/issues/850
649,ISSUE,https://github.com/systemd/systemd/issues/26212
652,ISSUE,https://github.com/gragland/chatgpt-chrome-extension/issues/22
654,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/75
655,ISSUE,https://github.com/jiacai2050/hot-posts/issues/176
656,ISSUE,https://github.com/cirolini/chatgpt-github-actions/issues/3
657,ISSUE,https://github.com/jiacai2050/hot-posts/issues/177
659,ISSUE,https://github.com/meixger/hackernews-daily/issues/133
661,ISSUE,https://github.com/dotabod/backend/issues/139
663,ISSUE,https://github.com/onysakura/news-daily/issues/2636
664,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/48
665,ISSUE,https://github.com/rodgetech/cron-ai/issues/4
667,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/82
668,ISSUE,https://github.com/dappros/ethora/issues/370
669,ISSUE,https://github.com/danielgross/whatsapp-gpt/issues/53
670,ISSUE,https://github.com/onysakura/news-daily/issues/2644
671,ISSUE,https://github.com/gragland/chatgpt-chrome-extension/issues/25
672,ISSUE,https://github.com/openai/openai-python/issues/208
673,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/88
674,ISSUE,https://github.com/openai/openai-node/issues/57
677,ISSUE,https://github.com/scottleibrand/gpt-summarizer/issues/9
678,ISSUE,https://github.com/meixger/hackernews-daily/issues/140
679,ISSUE,https://github.com/spring-cloud/spring-cloud-stream-binder-rabbit/issues/362
681,ISSUE,https://github.com/onysakura/news-daily/issues/2660
682,ISSUE,https://github.com/searxng/searxng/issues/2163
683,ISSUE,https://github.com/onysakura/news-daily/issues/2664
684,ISSUE,https://github.com/chamilo/chamilo-lms/issues/4594
685,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/101
687,ISSUE,https://github.com/onysakura/news-daily/issues/2668
688,ISSUE,https://github.com/matrixgpt/matrix-chatgpt-bot/issues/92
689,ISSUE,https://github.com/pionxzh/chatgpt-exporter/issues/43
690,ISSUE,https://github.com/matrixgpt/matrix-chatgpt-bot/issues/95
691,ISSUE,https://github.com/matrixgpt/matrix-chatgpt-bot/issues/98
692,ISSUE,https://github.com/gragland/chatgpt-chrome-extension/issues/28
693,ISSUE,https://github.com/onysakura/news-daily/issues/2672
694,ISSUE,https://github.com/otiai10/openaigo/issues/2
695,ISSUE,https://github.com/snypiie/gitagpt/issues/5
697,ISSUE,https://github.com/onysakura/news-daily/issues/2676
698,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/243
699,ISSUE,https://github.com/onysakura/news-daily/issues/2680
700,ISSUE,https://github.com/timkmecl/chatgpt-vscode/issues/11
701,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/122
702,ISSUE,https://github.com/gragland/chatgpt-chrome-extension/issues/32
703,ISSUE,https://github.com/onysakura/news-daily/issues/2684
704,ISSUE,https://github.com/headllines/hackernews-daily/issues/942
705,ISSUE,https://github.com/sturdy-dev/codereview.gpt/issues/9
706,ISSUE,https://github.com/meixger/hackernews-daily/issues/147
707,ISSUE,https://github.com/mattn/chatgpt/issues/2
708,ISSUE,https://github.com/onysakura/news-daily/issues/2688
709,ISSUE,https://github.com/jiacai2050/hot-posts/issues/192
710,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/60
711,ISSUE,https://github.com/sam4k/lica/issues/1
712,ISSUE,https://github.com/timkmecl/chatgpt-vscode/issues/12
713,ISSUE,https://github.com/waylaidwanderer/node-chatgpt-api/issues/68
714,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/255
715,ISSUE,https://github.com/onysakura/news-daily/issues/2692
717,ISSUE,https://github.com/betalgo/openai/issues/101
718,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/137
719,ISSUE,https://github.com/commitizen-tools/commitizen/issues/670
720,ISSUE,https://github.com/s2ward/469/issues/16
721,ISSUE,https://github.com/onysakura/news-daily/issues/2696
722,ISSUE,https://github.com/jiacai2050/hot-posts/issues/194
724,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/139
725,ISSUE,https://github.com/nezort11/chatgpt-mobile/issues/1
726,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/64
727,ISSUE,https://github.com/microsoft/vscode/issues/174573
728,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/357
730,ISSUE,https://github.com/timkmecl/codegpt/issues/6
732,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/105
736,ISSUE,https://github.com/jiacai2050/hot-posts/issues/199
737,ISSUE,https://github.com/linkml/linkml/issues/1298
738,ISSUE,https://github.com/kiosion/kio.dev/issues/678
739,ISSUE,https://github.com/askrella/whatsapp-chatgpt/issues/81
740,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/75
741,ISSUE,https://github.com/heuer/segno/issues/119
742,ISSUE,https://github.com/meixger/hackernews-daily/issues/156
743,ISSUE,https://github.com/xueyuanl/daily-hackernews/issues/897
745,ISSUE,https://github.com/chainstacklabs/developer-hub-content/issues/71
746,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/127
747,ISSUE,https://github.com/headllines/hackernews-daily/issues/952
748,ISSUE,https://github.com/jiacai2050/hot-posts/issues/201
749,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/382
750,ISSUE,https://github.com/mikeizbicki/cmc-csci143/issues/292
751,ISSUE,https://github.com/waylaidwanderer/node-chatgpt-api/issues/110
753,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/140
754,ISSUE,https://github.com/davila7/code-gpt-docs/issues/47
755,ISSUE,https://github.com/onysakura/news-daily/issues/2736
756,ISSUE,https://github.com/lss233/chatgpt-mirai-qq-bot/issues/196
759,ISSUE,https://github.com/mmabrouk/chatgpt-wrapper/issues/148
760,ISSUE,https://github.com/facebookresearch/llama/issues/24
761,ISSUE,https://github.com/pionxzh/chatgpt-exporter/issues/58
762,ISSUE,https://github.com/vibovenkat123/review-gpt/issues/11
764,ISSUE,https://github.com/onysakura/news-daily/issues/2748
765,ISSUE,https://github.com/specify/specify7/issues/3061
766,ISSUE,https://github.com/qunash/chatgpt-advanced/issues/88
767,ISSUE,https://github.com/gencay/vscode-chatgpt/issues/164
768,ISSUE,https://github.com/openai/openai-node/issues/66
769,ISSUE,https://github.com/felixbade/assistant/issues/21
770,ISSUE,https://github.com/briansunter/logseq-plugin-gpt3-openai/issues/83
771,ISSUE,https://github.com/dense-analysis/neural/issues/29
772,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/420
773,ISSUE,https://github.com/wong2/chatgpt-google-extension/issues/295
774,ISSUE,https://github.com/onysakura/news-daily/issues/2760
775,ISSUE,https://github.com/transitive-bullshit/chatgpt-api/issues/423
